True_DX,True_DY,True_Theta_Deg,Est_DX,Est_DY,Est_Theta_Deg,Error_Trans,Error_Theta,Iter,Time_ms,Converged
0,0,-45,-0.0129484,-0.00979396,-45.0188,0.0162352,0.0188386,101,36,0
0,0,-45,-0.0010502,0.000836684,-44.9764,0.00134274,0.0236385,38,14,1
0,0,-45,-0.0150835,-0.0112822,-45.0329,0.0188362,0.0329382,101,36,0
0,0,-45,-0.018578,-0.0151503,-45.0257,0.0239724,0.0256552,101,36,0
0,0,-45,0.0150496,0.00791558,-44.9943,0.0170043,0.00568875,101,36,0
0,0,-40,0.0167622,0.00997432,-39.9553,0.0195053,0.0447216,101,36,0
0,0,-40,-0.0103868,-0.000554195,-39.9456,0.0104016,0.0544206,40,14,1
0,0,-40,0.0123319,0.0119635,-39.9861,0.0171814,0.0138662,101,36,0
0,0,-40,-7.39823e-06,0.00291959,-39.9775,0.0029196,0.0224866,38,13,1
0,0,-40,-0.0153105,-0.0271303,-39.7268,0.0311523,0.273232,36,13,1
0,0,-40,0.000478624,0.00124388,-39.9749,0.00133279,0.0250855,43,15,1
0,0,-40,0.00940602,0.012163,-39.9893,0.0153757,0.0107274,101,36,0
0,0,-40,-0.0171998,-0.00960723,-39.5565,0.019701,0.44351,34,13,1
0,0,-40,-0.00159878,0.00435166,-39.9718,0.00463606,0.0282187,42,15,1
0,0,-40,0.00997582,0.0154418,-39.9695,0.0183839,0.0305298,101,36,0
0,0,-40,-0.016338,-0.0135091,-40.034,0.0211996,0.0340061,101,36,0
0,0,-40,-0.0117092,-0.00880763,-40.0071,0.0146519,0.00709066,101,36,0
0,0,-40,-0.0226924,0.0104714,-39.7966,0.0249919,0.20339,34,12,1
0,0,-40,-0.00157582,-0.00443747,-39.9861,0.00470896,0.013872,40,15,1
0,0,-40,0.00220094,0.00529749,-39.984,0.00573651,0.0160153,68,24,1
0,0,-40,-0.00324106,-0.000880994,-39.9646,0.00335867,0.0354347,39,14,1
0,0,-40,0.015229,0.00939011,-39.9969,0.0178913,0.003146,101,36,0
0,0,-40,-0.00132412,0.0055374,-39.9792,0.00569351,0.0208203,40,14,1
0,0,-40,-0.00344123,0.00487408,-39.9892,0.00596647,0.0108047,41,14,1
0,0,-40,-0.0135602,-0.0122873,-40.0269,0.0182991,0.0269053,101,36,0
0,0,-35,-0.0115793,-0.0134945,-35.0014,0.0177815,0.00142157,101,36,0
0,0,-35,-0.0234522,-0.0165367,-34.7515,0.0286961,0.248506,36,12,1
0,0,-35,0.0012549,-0.00642988,-34.979,0.00655119,0.0210234,40,14,1
0,0,-35,-0.0116872,-0.0147876,-35.0108,0.0188484,0.010845,101,36,0
0,0,-35,0.00172669,0.000645333,-34.9676,0.00184335,0.0323626,40,14,1
0,0,-35,0.0108079,0.0134962,-34.9886,0.0172904,0.0113822,101,36,0
0,0,-35,0.0047811,-0.000947718,-34.9818,0.00487413,0.0181917,41,15,1
0,0,-35,0.0118624,0.0122545,-34.9736,0.0170554,0.0263702,101,37,0
0,0,-35,-0.0144823,-0.0121906,-35.0224,0.01893,0.0223517,101,36,0
0,0,-35,-0.00795698,0.00228298,-34.9103,0.00827801,0.0897249,39,14,1
0,0,-35,-0.0180457,-0.00900369,-34.7696,0.0201672,0.230357,33,12,1
0,0,-35,-0.0333788,-0.0184495,-34.5339,0.0381382,0.466079,32,11,1
0,0,-35,0.0102953,0.00936177,-34.9741,0.0139153,0.0258619,101,36,0
0,0,-35,-0.000290775,-0.00317257,-34.9454,0.00318587,0.0545534,38,13,1
0,0,-35,0.000774442,0.00404751,-34.9799,0.00412093,0.0201282,41,15,1
0,0,-35,-0.0156865,-0.00532421,-34.8734,0.0165655,0.126575,37,13,1
0,0,-35,-0.0307363,-0.0408808,-34.4737,0.0511465,0.526266,29,10,1
0,0,-35,-0.0249683,-0.00837099,-34.7565,0.0263342,0.243455,35,12,1
0,0,-35,-0.0294765,-0.0231742,-34.6585,0.0374954,0.341456,36,13,1
0,0,-35,-0.0145326,-0.00556197,-34.8381,0.0155606,0.161942,37,13,1
0,0,-30,-0.00290607,-0.00738517,-29.9449,0.00793637,0.055061,38,13,1
0,0,-30,-0.0328522,-0.0194664,-29.6251,0.0381865,0.374915,33,12,1
0,0,-30,-0.000253945,0.00372145,-29.9626,0.0037301,0.0373972,38,13,1
0,0,-30,-0.026938,-0.0159727,-29.7433,0.0313174,0.256654,33,12,1
0,0,-30,-0.023253,-0.0143468,-29.7242,0.0273227,0.275753,35,13,1
0,0,-30,-0.00291171,-0.0068997,-29.9943,0.00748892,0.00568914,41,14,1
0,0,-30,0.0118993,0.0148946,-29.9543,0.0190641,0.0456898,101,36,0
0,0,-30,-0.0119391,-0.0184197,-30.0292,0.0219505,0.0292065,101,36,0
0,0,-30,-0.00216804,-0.0155569,-29.8388,0.0157073,0.161151,37,13,1
0,0,-30,-0.00573096,-0.00695548,-29.8254,0.00901235,0.174633,38,14,1
0,0,-30,-0.00597786,-0.00120134,-29.8551,0.00609737,0.144936,39,14,1
0,0,-30,0.00976751,0.0116415,-29.9919,0.0151963,0.0081178,101,36,0
0,0,-30,0.00295944,-0.00627589,-29.9917,0.00693866,0.00828441,40,14,1
0,0,-30,0.0100354,0.0124562,-29.9789,0.0159958,0.0210829,101,36,0
0,0,-30,0.0102718,0.015281,-29.9771,0.0184125,0.0228828,101,37,0
0,0,-30,0.000126577,-0.00777474,-29.9699,0.00777577,0.0301246,38,13,1
0,0,-30,-0.0327335,-0.000577683,-29.609,0.0327386,0.391007,34,12,1
0,0,-30,-0.000806933,0.00365274,-29.9723,0.00374081,0.0276902,39,14,1
0,0,-30,-0.00899021,-0.00255846,-29.904,0.00934717,0.0959732,38,13,1
0,0,-30,0.00231904,-0.00231787,-29.9759,0.00327879,0.0240775,40,14,1
0,0,-25,-0.0170931,-0.0127615,-24.8312,0.0213314,0.168833,34,12,1
0,0,-25,-0.020206,-0.0278319,-24.6218,0.0343933,0.378187,33,11,1
0,0,-25,-0.0212516,-0.00962641,-24.7949,0.0233302,0.20507,31,11,1
0,0,-25,-0.0118391,-0.0133293,-25.0265,0.0178279,0.0265348,101,36,0
0,0,-25,-0.00943932,-0.012032,-25.0131,0.0152928,0.013131,101,36,0
0,0,-25,0.0127951,0.0115973,-24.9885,0.0172688,0.0115162,101,35,0
0,0,-25,-0.0133676,-0.0143821,-25.0104,0.0196351,0.0103717,101,36,0
0,0,-25,0.0080921,0.0135921,-24.984,0.0158185,0.0160402,101,35,0
0,0,-25,-0.0280314,-0.0261717,-24.4154,0.0383499,0.584625,29,10,1
0,0,-25,-0.0137563,-0.0140556,-24.8049,0.0196671,0.195067,33,12,1
0,0,-25,0.0115142,0.0138462,-24.9827,0.0180082,0.0173355,101,36,0
0,0,-25,-0.0122778,-0.00851893,-24.8245,0.0149438,0.175503,36,12,1
0,0,-25,0.0108343,0.0144764,-24.9807,0.0180818,0.0192879,101,35,0
0,0,-25,-0.0253767,-0.0254238,-24.4914,0.0359214,0.508566,30,11,1
0,0,-25,0.00481991,-0.00143809,-24.9797,0.00502987,0.0203495,37,13,1
0,0,-25,-0.00696853,-0.00451255,-24.9845,0.00830202,0.0154737,35,12,1
0,0,-25,0.00109698,0.00140703,-24.9598,0.00178412,0.0401519,37,13,1
0,0,-25,-0.00987895,-0.0175274,-25.027,0.0201197,0.0270313,101,36,0
0,0,-25,-0.00695446,-0.0187191,-24.7802,0.0199692,0.219842,33,12,1
0,0,-25,-0.0111224,-0.0155187,-25.0168,0.0190929,0.0167807,101,36,0
0,0,-20,-0.00593296,-0.0116572,-20.0049,0.0130802,0.00486991,101,36,0
0,0,-20,0.0092435,0.0138895,-19.9708,0.0166841,0.0292478,101,36,0
0,0,-20,-0.0112666,-0.0122612,-19.8461,0.0166515,0.153869,35,12,1
0,0,-20,-0.00443584,-0.0194839,-19.6094,0.0199825,0.390585,29,10,1
0,0,-20,-0.00818118,-0.00860226,-19.9251,0.0118714,0.0749263,32,11,1
0,0,-20,0.00815752,0.0163539,-19.9817,0.0182755,0.0182874,101,36,0
0,0,-20,-0.00636824,-0.0196564,-19.7133,0.0206623,0.286733,30,11,1
0,0,-20,-0.0170493,-0.0121311,-19.8031,0.0209247,0.196887,33,11,1
0,0,-20,-0.000826546,-0.00226104,-19.9611,0.00240738,0.0389315,34,12,1
0,0,-20,-0.00819999,-0.0049711,-19.9377,0.00958914,0.0622979,36,12,1
0,0,-20,-0.00265901,0.00527675,-19.9816,0.00590884,0.018444,34,12,1
0,0,-20,-0.0022025,-0.0118537,-19.8317,0.0120566,0.168325,32,11,1
0,0,-20,-0.000238095,-0.000492152,-19.9645,0.00054672,0.0355272,36,13,1
0,0,-20,-0.00319014,-0.00183019,-19.9764,0.00367786,0.0235538,33,12,1
0,0,-20,-0.00837819,-0.0122551,-20.0325,0.0148453,0.0324834,101,36,0
0,0,-20,0.0030994,0.0040771,-19.9826,0.00512143,0.0174305,37,13,1
0,0,-20,0.00857926,0.0161217,-19.9679,0.0182623,0.0321344,101,36,0
0,0,-20,-0.0129766,-0.0210105,-19.5929,0.0246948,0.407062,27,9,1
0,0,-20,0.00653667,0.0168936,-19.9873,0.0181141,0.0126509,101,36,0
0,0,-20,-0.0103557,-0.0175721,-20.0334,0.0203966,0.033445,101,35,0
0,0,-15,0.000277107,-0.000318327,-14.9698,0.000422043,0.030249,29,10,1
0,0,-15,-0.00585775,-0.0109561,-14.8804,0.0124238,0.119605,29,11,1
0,0,-15,-0.00688561,-0.0140518,-15.0096,0.0156482,0.00964804,101,36,0
0,0,-15,-0.00625223,-0.021468,-14.7229,0.0223599,0.277088,26,9,1
0,0,-15,-0.00281139,-0.00432461,-14.9482,0.00515811,0.0517585,30,10,1
0,0,-15,-0.00104078,-0.00529444,-14.9728,0.00539576,0.0271767,30,10,1
0,0,-15,-0.00707177,-0.0154266,-15.0258,0.0169703,0.0257636,101,36,0
0,0,-15,0.00105739,-0.00730918,-14.9966,0.00738527,0.00337331,32,11,1
0,0,-15,-0.000175386,-0.00670899,-14.9985,0.00671128,0.00152742,32,11,1
0,0,-15,0.00355805,0.00192516,-14.9711,0.00404549,0.0289044,31,11,1
0,0,-15,-0.000134203,0.00142906,-14.971,0.00143535,0.0290337,30,10,1
0,0,-15,0.00460048,-0.000872975,-14.9765,0.00468257,0.0234857,33,11,1
0,0,-15,0.00293081,-0.00658296,-14.9817,0.00720591,0.0182565,31,11,1
0,0,-15,0.00820022,-0.0136652,-14.7922,0.0159368,0.207807,29,10,1
0,0,-15,-0.013293,-0.0188962,-14.7072,0.0231035,0.292776,27,9,1
0,0,-15,-0.00770271,-0.0181285,-15.0426,0.0196971,0.0425864,101,36,0
0,0,-15,-0.000594446,-0.000508901,-14.9365,0.000782526,0.0635234,30,10,1
0,0,-15,-0.0031913,-0.00473391,-14.9566,0.00570914,0.0434353,31,11,1
0,0,-15,-0.0217927,-0.0217157,-14.5861,0.0307652,0.413921,24,8,1
0,0,-15,0.00802437,0.0174694,-14.9594,0.0192242,0.0405758,101,36,0
0,0,-10,-0.0239449,-0.0348847,-9.58106,0.0423119,0.418939,19,6,1
0,0,-10,0.00394715,0.00931513,-9.98958,0.0101169,0.0104209,101,36,0
0,0,-10,-0.00369061,-0.0191759,-10.0223,0.0195278,0.0222647,101,36,0
0,0,-10,-0.00570209,-0.0196717,-10.0259,0.0204814,0.0259095,101,36,0
0,0,-10,-0.0154643,-0.01231,-9.82653,0.0197656,0.173466,23,8,1
0,0,-10,-0.00710024,-0.0177573,-10.0297,0.0191242,0.0296973,101,36,0
0,0,-10,-0.000769633,-0.00242004,-9.98008,0.00253948,0.0199172,26,9,1
0,0,-10,0.000952089,-0.00406105,-9.98824,0.00417116,0.0117632,26,9,1
0,0,-10,0.00481338,0.0164817,-9.98102,0.0171701,0.0189811,101,37,0
0,0,-10,-0.011863,-0.0151943,-9.36587,0.0192768,0.634129,19,6,1
0,0,-10,0.00381094,0.0173462,-9.96794,0.0177599,0.0320584,101,36,0
0,0,-10,0.00527368,0.016729,-9.98951,0.0175406,0.0104888,101,36,0
0,0,-10,-0.00471985,0.00369737,-9.98444,0.00599563,0.0155564,29,10,1
0,0,-10,-0.0027311,-0.0262032,-9.70529,0.0263452,0.294714,22,8,1
0,0,-10,-0.00773472,-0.0200985,-10.0257,0.0215354,0.0257426,101,35,0
0,0,-10,-0.00672516,-0.0159722,-10.0202,0.0173303,0.020158,101,36,0
0,0,-10,-0.00537022,-0.00282474,-9.97514,0.00606782,0.0248641,26,9,1
