True_DX,True_DY,True_Theta_Deg,Est_DX,Est_DY,Est_Theta_Deg,Error_Trans,Error_Theta,Iter,Time_ms,Converged
0,-0.5,0,-0.00315648,-0.521221,-0.03659,0.0214542,0.03659,101,36,0
0,-0.5,0,0.0123245,-0.494827,-0.127796,0.0133662,0.127796,6,2,1
0,-0.5,0,-0.00298177,-0.50465,-0.0213592,0.00552383,0.0213592,7,2,1
0,-0.5,0,0.00102557,-0.503946,-0.0198778,0.00407673,0.0198778,6,2,1
0,-0.5,0,0.00189732,-0.499327,-0.0310345,0.00201312,0.0310345,6,2,1
0,-0.5,0,0.00152196,-0.498702,-0.0282028,0.00200025,0.0282028,6,2,1
0,-0.5,0,0.00170118,-0.483848,0.0171913,0.0162413,0.0171913,101,36,0
0,-0.5,0,0.00737466,-0.487414,-0.116713,0.0145872,0.116713,6,2,1
0,-0.5,0,0.00222621,-0.48238,0.019051,0.0177602,0.019051,101,37,0
0,-0.4,0,-0.00335486,-0.380241,-0.194022,0.020042,0.194022,6,2,1
0,-0.4,0,-0.00531247,-0.396568,-0.000903137,0.00632468,0.000903137,9,3,1
0,-0.4,0,0.00613434,-0.392158,-0.206482,0.00995597,0.206482,4,1,1
0,-0.4,0,0.00650692,-0.400542,0.0152778,0.00652948,0.0152778,11,4,1
0,-0.4,0,0.00388152,-0.366132,-0.288306,0.03409,0.288306,3,1,1
0,-0.4,0,0.00225326,-0.397168,-0.0254194,0.00361875,0.0254194,7,2,1
0,-0.4,0,0.00550141,-0.396906,-0.0862179,0.00631176,0.0862179,4,1,1
0,-0.4,0,0.00460129,-0.376866,0.0421327,0.0235871,0.0421327,101,36,0
0,-0.4,0,-0.003177,-0.419954,-0.0329804,0.0202052,0.0329804,101,36,0
0,-0.4,0,0.00431611,-0.382406,0.0328906,0.0181154,0.0328906,101,36,0
0,-0.4,0,0.0138388,-0.389339,-0.130797,0.0174691,0.130797,4,1,1
0,-0.4,0,0.000468093,-0.397893,-0.0296432,0.00215797,0.0296432,6,2,1
0,-0.4,0,0.00246304,-0.3839,-0.00290579,0.0162868,0.00290579,101,36,0
0,-0.4,0,0.00395622,-0.383988,-0.125391,0.0164933,0.125391,3,1,1
0,-0.4,0,0.00278244,-0.382431,0.0315453,0.0177879,0.0315453,101,36,0
0,-0.4,0,-0.00395456,-0.394138,-0.00544409,0.00707153,0.00544409,8,3,1
0,-0.4,0,0.00550528,-0.400781,-0.00860578,0.00556036,0.00860578,5,1,1
0,-0.4,0,0.00433552,-0.39549,-0.0827905,0.00625577,0.0827905,6,2,1
0,-0.4,0,0.00529309,-0.398652,-0.024926,0.00546203,0.024926,8,2,1
0,-0.4,0,0.00456539,-0.400769,-0.0288226,0.00462977,0.0288226,5,1,1
0,-0.3,0,-0.000138327,-0.315067,-0.0144624,0.0150681,0.0144624,101,36,0
0,-0.3,0,-0.00154632,-0.296603,-0.0291102,0.00373238,0.0291102,4,1,1
0,-0.3,0,0.00249205,-0.301165,-0.0199,0.0027511,0.0199,8,2,1
0,-0.3,0,0.00186268,-0.28304,0.0157879,0.0170617,0.0157879,101,36,0
0,-0.3,0,-0.00365673,-0.319253,-0.0263074,0.0195975,0.0263074,101,35,0
0,-0.3,0,-0.00072499,-0.319249,-0.0170886,0.0192628,0.0170886,101,35,0
0,-0.3,0,-0.00154847,-0.301242,-0.033292,0.00198527,0.033292,5,1,1
0,-0.3,0,0.00525336,-0.280394,0.00619673,0.0202975,0.00619673,101,36,0
0,-0.3,0,-0.00446067,-0.319518,-0.0273853,0.0200214,0.0273853,101,35,0
0,-0.3,0,0.00316627,-0.294037,-0.0513761,0.00675145,0.0513761,4,1,1
0,-0.3,0,0.000287141,-0.298259,-0.0255351,0.00176418,0.0255351,5,1,1
0,-0.3,0,0.00303464,-0.305303,-0.0167474,0.00611004,0.0167474,7,2,1
0,-0.3,0,0.000426627,-0.285619,0.0136164,0.0143869,0.0136164,101,36,0
0,-0.3,0,0.00122157,-0.293456,-0.044883,0.00665751,0.044883,4,1,1
0,-0.3,0,-0.00432622,-0.317806,-0.0291265,0.0183245,0.0291265,101,36,0
0,-0.3,0,0.00190645,-0.283832,0.0204448,0.0162803,0.0204448,101,35,0
0,-0.3,0,-0.00186593,-0.32134,-0.0116055,0.0214217,0.0116055,101,36,0
0,-0.3,0,-0.00158268,-0.278455,0.0378843,0.0216028,0.0378843,101,35,0
0,-0.3,0,-0.00651166,-0.298477,0.00484254,0.00668728,0.00484254,9,3,1
0,-0.3,0,0.00415204,-0.300904,-0.032076,0.0042493,0.032076,5,1,1
0,-0.2,0,-0.00288697,-0.190253,0.0164993,0.0101659,0.0164993,101,36,0
0,-0.2,0,0.0048344,-0.198424,-0.0254426,0.00508466,0.0254426,4,1,1
0,-0.2,0,0.000612808,-0.205024,-0.0198493,0.00506082,0.0198493,95,39,1
0,-0.2,0,-0.00290392,-0.216406,-0.0261225,0.0166611,0.0261225,101,37,0
0,-0.2,0,-0.00320145,-0.217771,-0.0399192,0.0180574,0.0399192,101,37,0
0,-0.2,0,0.00426073,-0.196242,-0.0137397,0.00568092,0.0137397,4,2,1
0,-0.2,0,0.00498786,-0.181361,0.0269173,0.0192947,0.0269173,101,38,0
0,-0.2,0,-0.00159356,-0.182355,0.0273578,0.0177165,0.0273578,101,37,0
0,-0.2,0,-0.002214,-0.216895,-0.0552445,0.0170393,0.0552445,101,37,0
0,-0.2,0,-0.00511859,-0.214647,-0.0106128,0.0155157,0.0106128,101,38,0
0,-0.2,0,0.00103402,-0.194649,0.0215519,0.00544994,0.0215519,100,38,1
0,-0.2,0,-0.00157508,-0.196503,-0.0394727,0.00383516,0.0394727,3,1,1
0,-0.2,0,0.00226963,-0.203091,-0.0171548,0.003835,0.0171548,5,1,1
0,-0.2,0,-0.0051702,-0.215168,-0.0160523,0.0160254,0.0160523,101,37,0
0,-0.2,0,0.00338347,-0.180623,0.0197371,0.01967,0.0197371,101,37,0
0,-0.2,0,0.00408248,-0.186269,-0.000848882,0.0143251,0.000848882,101,38,0
0,-0.2,0,-0.00339512,-0.20166,-0.016898,0.00377924,0.016898,4,1,1
0,-0.2,0,0.000742843,-0.197837,-0.0319017,0.00228699,0.0319017,5,1,1
0,-0.2,0,0.00630573,-0.18647,-0.111494,0.014927,0.111494,4,1,1
0,-0.2,0,-0.000187148,-0.198933,-0.0277237,0.0010836,0.0277237,3,1,1
0,-0.1,0,0.000314813,-0.0839562,0.0293868,0.0160469,0.0293868,101,38,0
0,-0.1,0,0.00340826,-0.0996229,-0.0144699,0.00342905,0.0144699,51,18,1
0,-0.1,0,-0.0052107,-0.115694,-0.0212878,0.0165365,0.0212878,101,37,0
0,-0.1,0,0.00438513,-0.081455,0.0155075,0.0190564,0.0155075,101,37,0
0,-0.1,0,0.00352563,-0.0825858,0.0336427,0.0177675,0.0336427,101,36,0
0,-0.1,0,-0.00157646,-0.120228,-0.0341158,0.0202898,0.0341158,101,36,0
0,-0.1,0,0.00289111,-0.0809505,0.0164369,0.0192677,0.0164369,101,36,0
0,-0.1,0,-0.00464268,-0.101002,-0.0227416,0.00474962,0.0227416,3,1,1
0,-0.1,0,-0.00119457,-0.103076,-0.0303583,0.00329989,0.0303583,4,1,1
0,-0.1,0,0.000207569,-0.0816274,0.0172251,0.0183738,0.0172251,101,36,0
0,-0.1,0,0.00123079,-0.0824637,0.0172203,0.0175795,0.0172203,101,36,0
0,-0.1,0,0.000604432,-0.122529,-0.0158283,0.0225368,0.0158283,101,43,0
0,-0.1,0,-0.00583335,-0.112784,-0.0115897,0.0140516,0.0115897,101,38,0
0,-0.1,0,-0.00128107,-0.118721,-0.0270718,0.0187652,0.0270718,101,38,0
0,-0.1,0,-0.00159188,-0.0980911,-0.0314682,0.00248555,0.0314682,3,1,1
0,-0.1,0,-0.00263851,-0.120365,-0.0229961,0.020535,0.0229961,101,38,0
0,-0.1,0,-0.00154355,-0.122619,-0.0341139,0.0226719,0.0341139,101,37,0
0,-0.1,0,-0.00264106,-0.12025,-0.0274339,0.0204216,0.0274339,101,36,0
0,-0.1,0,-0.00536197,-0.0970747,-0.0120633,0.00610804,0.0120633,3,1,1
0,-0.1,0,-0.00534867,-0.119061,-0.0302315,0.0197968,0.0302315,101,38,0
0,0,0,-1.39781e-06,-1.39781e-06,-2.2298e-06,1.9768e-06,2.2298e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.30292e-06,1.9768e-06,2.30292e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.2433e-06,1.9768e-06,2.2433e-06,1,0,1
